"","...1","sensor_ID","date_collected","AQI","temperature","County","stcofips","omb","medinc","unemp","pz","day_number"
"759",759,54093,2022-03-17,17.288,73.433,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",76
"760",760,38875,2022-03-11,17.187,63.2,"Pender",37141,"Urban outlying","Higher income","Moderate unemployment","Southeast",70
"761",761,47487,2022-03-02,17.156,77.9,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",61
"762",762,6028,2022-03-15,17.044,80.233,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",74
"763",763,47493,2022-03-09,16.997,67,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",68
"764",764,47495,2022-03-19,16.969,88.833,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",78
"765",765,12703,2022-03-02,16.952,84.167,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",61
"766",766,6022,2022-03-01,16.921,83.733,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",60
"767",767,47495,2022-03-17,16.909,84.7,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",76
"768",768,4329,2022-03-11,16.904,75.033,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",70
"769",769,6028,2022-03-03,16.891,96.1,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",62
"770",770,47487,2022-03-17,16.83,75.367,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",76
"771",771,12807,2022-03-01,16.817,85.6,"Wayne",37191,"Urban center","Middle income","Moderate unemployment","Southeast",60
"772",772,6004,2022-03-09,16.806,74.9,"Transylvania",37175,"Urban center","Middle income","Lower unemployment","Western",68
"773",773,39969,2022-03-07,16.805,86.633,"Union",37179,"Urban center","Higher income","Lower unemployment","Southwest",66
"774",774,47555,2022-03-01,16.794,73.333,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",60
"775",775,12759,2022-03-11,16.753,84.3,"Guilford",37081,"Urban center","Higher income","Moderate unemployment","Piedmont Triad",70
"776",776,4329,2022-03-01,16.745,78,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",60
"777",777,6020,2022-03-01,16.734,75.867,"Cherokee",37039,"Not urban","Middle income","Moderate unemployment","Western",60
"778",778,25561,2022-03-19,16.727,87.533,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",78
"779",779,6008,2022-03-02,16.722,87.9,"Forsyth",37067,"Urban center","Higher income","Lower unemployment","Piedmont Triad",61
"780",780,6020,2022-03-11,16.707,73.667,"Cherokee",37039,"Not urban","Middle income","Moderate unemployment","Western",70
"781",781,6006,2022-03-07,16.673,86.967,"Gaston",37071,"Urban outlying","Middle income","Lower unemployment","Southwest",66
"782",782,20521,2022-03-18,16.601,80.133,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",77
"783",783,3050,2022-03-10,16.594,61.767,"Cumberland",37051,"Urban center","Middle income","Moderate unemployment","Sandhills",69
"784",784,12703,2022-03-04,16.592,78.467,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",63
"785",785,15591,2022-03-10,16.569,60.533,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",69
"786",786,28145,2022-03-17,16.559,74.967,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",76
"787",787,12823,2022-03-15,16.556,90.067,"Edgecombe",37065,"Urban center","Lower income","Higher unemployment","North Central",74
"788",788,3050,2022-03-01,16.552,74.067,"Cumberland",37051,"Urban center","Middle income","Moderate unemployment","Sandhills",60
"789",789,47459,2022-03-02,16.498,83.833,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",61
"790",790,1334,2022-03-15,16.476,64.067,"Macon",37113,"Not urban","Middle income","Lower unemployment","Western",74
"791",791,47505,2022-03-18,16.441,83.233,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",77
"792",792,47477,2022-03-07,16.439,85.467,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",66
"793",793,47465,2022-03-17,16.438,76.333,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",76
"794",794,57681,2022-03-08,16.415,82,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",67
"795",795,6028,2022-03-01,16.407,82.367,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",60
"796",796,6006,2022-03-04,16.383,70.667,"Gaston",37071,"Urban outlying","Middle income","Lower unemployment","Southwest",63
"797",797,20521,2022-03-01,16.38,80.433,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",60
"798",798,37403,2022-03-01,16.379,74.867,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",60
"799",799,48745,2022-03-02,16.375,78.933,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",61
"800",800,12286,2022-03-10,16.37,73.967,"Brunswick",37019,"Urban center","Higher income","Moderate unemployment","Southeast",69
"801",801,6112,2022-03-17,16.359,86,"Stanly",37167,"Urban center","Middle income","Lower unemployment","Southwest",76
"802",802,6028,2022-03-09,16.259,64,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",68
"803",803,20521,2022-03-09,16.251,63.367,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",68
"804",804,47469,2022-03-02,16.247,79.133,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",61
"805",805,45621,2022-03-11,16.235,63.567,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",70
"806",806,47483,2022-03-09,16.189,58,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",68
"807",807,12785,2022-03-16,16.135,82.433,"Halifax",37083,"Urban center","Lower income","Higher unemployment","Northeast",75
"808",808,12721,2022-03-03,16.13,71.567,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",62
"809",809,12823,2022-03-17,16.111,77.833,"Edgecombe",37065,"Urban center","Lower income","Higher unemployment","North Central",76
"810",810,12787,2022-03-16,16.086,85.933,"Edgecombe",37065,"Urban center","Lower income","Higher unemployment","North Central",75
"811",811,28145,2022-03-19,16.044,83.7,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",78
"812",812,12286,2022-03-18,16.037,83.767,"Brunswick",37019,"Urban center","Higher income","Moderate unemployment","Southeast",77
"813",813,47469,2022-03-18,16.029,82.5,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",77
"814",814,12835,2022-03-19,16.022,86.5,"Lincoln",37109,"Urban outlying","Higher income","Lower unemployment","Southwest",78
"815",815,6008,2022-03-09,16.015,67.333,"Forsyth",37067,"Urban center","Higher income","Lower unemployment","Piedmont Triad",68
"816",816,47621,2022-03-10,15.999,56.333,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",69
"817",817,20521,2022-03-10,15.977,61.4,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",69
"818",818,11644,2022-03-15,15.966,78.633,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",74
"819",819,20521,2022-03-04,15.932,79.1,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",63
"820",820,57681,2022-03-09,15.908,65.767,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",68
"821",821,6112,2022-03-13,15.875,63.767,"Stanly",37167,"Urban center","Middle income","Lower unemployment","Southwest",72
"822",822,757,2022-03-10,15.842,60.267,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",69
"823",823,47483,2022-03-10,15.839,57.3,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",69
"824",824,31261,2022-03-18,15.833,64.567,"Yancey",37199,"Not urban","Lower income","Lower unemployment","Northwest",77
"825",825,47581,2022-03-12,15.831,68.133,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",71
"826",826,47505,2022-03-02,15.819,81.4,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",61
"827",827,12835,2022-03-02,15.814,85.767,"Lincoln",37109,"Urban outlying","Higher income","Lower unemployment","Southwest",61
"828",828,28147,2022-03-17,15.793,77.034,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",76
"829",829,6020,2022-03-02,15.787,81.6,"Cherokee",37039,"Not urban","Middle income","Moderate unemployment","Western",61
"830",830,38871,2022-03-07,15.769,83.667,"Iredell",37097,"Urban center","Higher income","Lower unemployment","Southwest",66
"831",831,757,2022-03-19,15.753,84.967,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",78
"832",832,54095,2022-03-10,15.746,58.233,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",69
"833",833,5988,2022-03-17,15.721,79.967,"Nash",37127,"Urban center","Middle income","Moderate unemployment","North Central",76
"834",834,5988,2022-03-12,15.706,70.233,"Nash",37127,"Urban center","Middle income","Moderate unemployment","North Central",71
"835",835,11190,2022-03-09,15.645,67,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",68
"836",836,12835,2022-03-08,15.633,73.167,"Lincoln",37109,"Urban outlying","Higher income","Lower unemployment","Southwest",67
"837",837,28147,2022-03-01,15.583,77.933,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",60
"838",838,11190,2022-03-18,15.577,82,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",77
"839",839,757,2022-03-02,15.575,86.667,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",61
"840",840,47505,2022-03-01,15.53,74.133,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",60
"841",841,25561,2022-03-18,15.522,81.867,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",77
"842",842,6004,2022-03-18,15.518,71.233,"Transylvania",37175,"Urban center","Middle income","Lower unemployment","Western",77
"843",843,38873,2022-03-01,15.517,67.467,"Rockingham",37157,"Urban outlying","Middle income","Moderate unemployment","Piedmont Triad",60
"844",844,47487,2022-03-10,15.503,57,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",69
"845",845,47493,2022-03-17,15.424,76.667,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",76
"846",846,20521,2022-03-14,15.397,82,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",73
"847",847,55773,2022-03-01,15.396,71.933,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",60
"848",848,3050,2022-03-08,15.372,82.3,"Cumberland",37051,"Urban center","Middle income","Moderate unemployment","Sandhills",67
"849",849,11644,2022-03-12,15.344,68.667,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",71
"850",850,47621,2022-03-19,15.34,83.333,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",78
"851",851,6022,2022-03-02,15.335,92.167,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",61
"852",852,47465,2022-03-02,15.282,78.067,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",61
"853",853,47495,2022-03-04,15.248,79.9,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",63
"854",854,54095,2022-03-09,15.217,65.033,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",68
"855",855,47499,2022-03-14,15.202,78.433,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",73
"856",856,28147,2022-03-04,15.181,73.6,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",63
"857",857,6006,2022-03-02,15.16,82.367,"Gaston",37071,"Urban outlying","Middle income","Lower unemployment","Southwest",61
"858",858,4329,2022-03-10,15.151,61.467,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",69
"859",859,20521,2022-03-15,15.148,75.833,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",74
"860",860,47487,2022-03-01,15.096,69.867,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",60
"861",861,47581,2022-03-15,15.06,92.7,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",74
"862",862,52885,2022-03-07,15.04,81.5,"Rowan",37159,"Urban outlying","Middle income","Moderate unemployment","Southwest",66
"863",863,54093,2022-03-01,15.035,67.467,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",60
"864",864,6006,2022-03-03,15.004,88.8,"Gaston",37071,"Urban outlying","Middle income","Lower unemployment","Southwest",62
"865",865,12807,2022-03-08,15.004,88.138,"Wayne",37191,"Urban center","Middle income","Moderate unemployment","Southeast",67
"866",866,47633,2022-03-01,15,70.7,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",60
"867",867,47555,2022-03-10,14.995,60.4,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",69
"868",868,28145,2022-03-18,14.988,81.2,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",77
"869",869,45621,2022-03-19,14.937,83.7,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",78
"870",870,57965,2022-03-06,14.914,91.033,"Buncombe",37021,"Urban center","Higher income","Lower unemployment","Western",65
"871",871,1326,2022-03-12,14.908,68.933,"Haywood",37087,"Urban center","Middle income","Lower unemployment","Western",71
"872",872,4329,2022-03-14,14.843,78.4,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",73
"873",873,47493,2022-03-02,14.841,88.633,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",61
"874",874,28147,2022-03-09,14.836,64.533,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",68
"875",875,6028,2022-03-02,14.829,90.833,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",61
"876",876,37403,2022-03-17,14.814,74.5,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",76
"877",877,47617,2022-03-10,14.806,56.1,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",69
"878",878,12286,2022-03-12,14.79,76.333,"Brunswick",37019,"Urban center","Higher income","Moderate unemployment","Southeast",71
"879",879,31619,2022-03-14,14.785,72.4,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",73
"880",880,47617,2022-03-17,14.776,73.933,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",76
"881",881,1326,2022-03-02,14.774,77.9,"Haywood",37087,"Urban center","Middle income","Lower unemployment","Western",61
"882",882,47469,2022-03-01,14.749,70.6,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",60
"883",883,11190,2022-03-10,14.72,61,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",69
"884",884,12787,2022-03-02,14.719,93.6,"Edgecombe",37065,"Urban center","Lower income","Higher unemployment","North Central",61
"885",885,38875,2022-03-06,14.705,85.067,"Pender",37141,"Urban outlying","Higher income","Moderate unemployment","Southeast",65
"886",886,38917,2022-03-02,14.68,78.767,"Caswell",37033,"Not urban","Middle income","Moderate unemployment","Piedmont Triad",61
"887",887,47487,2022-03-07,14.672,84.8,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",66
"888",888,47633,2022-03-04,14.671,74.448,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",63
"889",889,12787,2022-03-19,14.666,94.633,"Edgecombe",37065,"Urban center","Lower income","Higher unemployment","North Central",78
"890",890,6006,2022-03-19,14.652,84.5,"Gaston",37071,"Urban outlying","Middle income","Lower unemployment","Southwest",78
"891",891,2873,2022-03-02,14.646,88.4,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",61
"892",892,47499,2022-03-17,14.632,81,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",76
"893",893,47469,2022-03-10,14.622,58.2,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",69
"894",894,12747,2022-03-15,14.617,64.875,"Transylvania",37175,"Urban center","Middle income","Lower unemployment","Western",74
"895",895,11184,2022-03-17,14.606,85.2,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",76
"896",896,47459,2022-03-17,14.595,77.724,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",76
"897",897,47465,2022-03-01,14.58,69.8,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",60
"898",898,31619,2022-03-17,14.578,74.9,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",76
"899",899,7906,2022-03-04,14.576,79.733,"Duplin",37061,"Not urban","Lower income","Moderate unemployment","Southeast",63
"900",900,757,2022-03-17,14.576,78.733,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",76
"901",901,11644,2022-03-04,14.566,82.133,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",63
"902",902,38875,2022-03-12,14.527,72.667,"Pender",37141,"Urban outlying","Higher income","Moderate unemployment","Southeast",71
"903",903,6022,2022-03-14,14.482,81.7,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",73
"904",904,37403,2022-03-02,14.48,83.393,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",61
"905",905,6028,2022-03-14,14.476,80.433,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",73
"906",906,12703,2022-03-01,14.465,75.033,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",60
"907",907,47483,2022-03-17,14.455,79.133,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",76
"908",908,47555,2022-03-17,14.444,78.2,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",76
"909",909,20809,2022-03-08,14.44,79.6,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",67
"910",910,39969,2022-03-08,14.423,83.967,"Union",37179,"Urban center","Higher income","Lower unemployment","Southwest",67
"911",911,1334,2022-03-04,14.422,72.167,"Macon",37113,"Not urban","Middle income","Lower unemployment","Western",63
"912",912,38873,2022-03-12,14.415,62.067,"Rockingham",37157,"Urban outlying","Middle income","Moderate unemployment","Piedmont Triad",71
"913",913,47481,2022-03-17,14.381,75.3,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",76
"914",914,12689,2022-03-18,14.378,76.533,"Wilkes",37193,"Urban center","Middle income","Lower unemployment","Northwest",77
"915",915,15587,2022-03-17,14.323,83.167,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",76
"916",916,47495,2022-03-07,14.316,85.3,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",66
"917",917,6004,2022-03-13,14.316,67.7,"Transylvania",37175,"Urban center","Middle income","Lower unemployment","Western",72
"918",918,3050,2022-03-19,14.301,82.933,"Cumberland",37051,"Urban center","Middle income","Moderate unemployment","Sandhills",78
"919",919,52885,2022-03-09,14.298,61.933,"Rowan",37159,"Urban outlying","Middle income","Moderate unemployment","Southwest",68
"920",920,47505,2022-03-10,14.286,58.533,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",69
"921",921,7906,2022-03-19,14.272,89.433,"Duplin",37061,"Not urban","Lower income","Moderate unemployment","Southeast",78
"922",922,11184,2022-03-10,14.266,60.867,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",69
"923",923,47555,2022-03-07,14.251,85.933,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",66
"924",924,20521,2022-03-19,14.21,88.033,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",78
"925",925,2873,2022-03-17,14.209,77.367,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",76
"926",926,25561,2022-03-09,14.191,67.833,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",68
"927",927,45621,2022-03-18,14.19,80.8,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",77
"928",928,12703,2022-03-10,14.189,64.633,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",69
"929",929,47469,2022-03-17,14.189,75.8,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",76
"930",930,12286,2022-03-06,14.18,85.862,"Brunswick",37019,"Urban center","Higher income","Moderate unemployment","Southeast",65
"931",931,47459,2022-03-10,14.165,60,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",69
"932",932,47617,2022-03-07,14.148,84.4,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",66
"933",933,12703,2022-03-18,14.146,80.9,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",77
"934",934,12286,2022-03-19,14.129,83.533,"Brunswick",37019,"Urban center","Higher income","Moderate unemployment","Southeast",78
"935",935,12835,2022-03-03,14.116,90.867,"Lincoln",37109,"Urban outlying","Higher income","Lower unemployment","Southwest",62
"936",936,28147,2022-03-07,14.11,86.5,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",66
"937",937,47481,2022-03-07,14.094,86.5,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",66
"938",938,38917,2022-03-20,14.076,75.633,"Caswell",37033,"Not urban","Middle income","Moderate unemployment","Piedmont Triad",79
"939",939,38871,2022-03-09,14.069,68.2,"Iredell",37097,"Urban center","Higher income","Lower unemployment","Southwest",68
"940",940,54095,2022-03-14,14.066,86.966,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",73
"941",941,12823,2022-03-12,14.061,67.367,"Edgecombe",37065,"Urban center","Lower income","Higher unemployment","North Central",71
"942",942,52885,2022-03-19,14.037,82.633,"Rowan",37159,"Urban outlying","Middle income","Moderate unemployment","Southwest",78
"943",943,55111,2022-03-17,14.033,76.1,"Hoke",37093,"Urban center","Middle income","Moderate unemployment","Sandhills",76
"944",944,7906,2022-03-10,14.013,68.033,"Duplin",37061,"Not urban","Lower income","Moderate unemployment","Southeast",69
"945",945,47595,2022-03-16,13.99,74.433,"Johnston",37101,"Urban center","Higher income","Lower unemployment","North Central",75
"946",946,12703,2022-03-14,13.953,72.867,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",73
"947",947,47505,2022-03-17,13.942,80.167,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",76
"948",948,7906,2022-03-01,13.905,76.933,"Duplin",37061,"Not urban","Lower income","Moderate unemployment","Southeast",60
"949",949,12835,2022-03-09,13.902,67.2,"Lincoln",37109,"Urban outlying","Higher income","Lower unemployment","Southwest",68
"950",950,38871,2022-03-02,13.894,85.333,"Iredell",37097,"Urban center","Higher income","Lower unemployment","Southwest",61
"951",951,47477,2022-03-14,13.879,84.067,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",73
"952",952,47459,2022-03-01,13.86,75.929,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",60
"953",953,57681,2022-03-14,13.855,70.833,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",73
"954",954,6022,2022-03-19,13.777,89.1,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",78
"955",955,47457,2022-03-14,13.74,76.429,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",73
"956",956,12787,2022-03-09,13.739,69.593,"Edgecombe",37065,"Urban center","Lower income","Higher unemployment","North Central",68
"957",957,54095,2022-03-17,13.734,80.7,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",76
"958",958,25561,2022-03-17,13.702,80.333,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",76
"959",959,47617,2022-03-09,13.681,64.1,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",68
"960",960,6006,2022-03-20,13.679,74.067,"Gaston",37071,"Urban outlying","Middle income","Lower unemployment","Southwest",79
"961",961,11174,2022-03-07,13.661,85.167,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",66
"962",962,20521,2022-03-02,13.654,87.7,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",61
"963",963,54095,2022-03-01,13.601,80.333,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",60
"964",964,12703,2022-03-07,13.596,84.533,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",66
"965",965,47633,2022-03-17,13.558,75.6,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",76
"966",966,12703,2022-03-13,13.553,59.067,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",72
"967",967,47459,2022-03-07,13.548,87.833,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",66
"968",968,55773,2022-03-07,13.534,83.267,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",66
"969",969,11180,2022-03-05,13.505,71,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",64
"970",970,11184,2022-03-07,13.494,87.867,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",66
"971",971,6028,2022-03-19,13.48,87.5,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",78
"972",972,12747,2022-03-03,13.448,87.567,"Transylvania",37175,"Urban center","Middle income","Lower unemployment","Western",62
"973",973,57681,2022-03-10,13.436,57,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",69
"974",974,38917,2022-03-19,13.407,84.133,"Caswell",37033,"Not urban","Middle income","Moderate unemployment","Piedmont Triad",78
"975",975,6022,2022-03-07,13.394,91,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",66
"976",976,12286,2022-03-08,13.37,77.867,"Brunswick",37019,"Urban center","Higher income","Moderate unemployment","Southeast",67
"977",977,6028,2022-03-07,13.339,89.533,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",66
"978",978,12747,2022-03-04,13.334,77.067,"Transylvania",37175,"Urban center","Middle income","Lower unemployment","Western",63
"979",979,6112,2022-03-19,13.327,90.867,"Stanly",37167,"Urban center","Middle income","Lower unemployment","Southwest",78
"980",980,37403,2022-03-18,13.319,83.533,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",77
"981",981,47499,2022-03-07,13.313,91.467,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",66
"982",982,54093,2022-03-10,13.312,54.4,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",69
"983",983,12867,2022-03-18,13.301,80.967,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",77
"984",984,6004,2022-03-03,13.298,91.2,"Transylvania",37175,"Urban center","Middle income","Lower unemployment","Western",62
"985",985,57681,2022-03-07,13.292,85,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",66
"986",986,47459,2022-03-09,13.287,68.2,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",68
"987",987,47457,2022-03-04,13.282,77.967,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",63
"988",988,12703,2022-03-03,13.277,90.567,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",62
"989",989,12697,2022-03-03,13.258,84.033,"Forsyth",37067,"Urban center","Higher income","Lower unemployment","Piedmont Triad",62
"990",990,55773,2022-03-14,13.235,71.233,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",73
"991",991,37403,2022-03-09,13.217,65.867,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",68
"992",992,12807,2022-03-17,13.215,80.2,"Wayne",37191,"Urban center","Middle income","Moderate unemployment","Southeast",76
"993",993,7906,2022-03-15,13.209,84.333,"Duplin",37061,"Not urban","Lower income","Moderate unemployment","Southeast",74
"994",994,1326,2022-03-01,13.206,75.7,"Haywood",37087,"Urban center","Middle income","Lower unemployment","Western",60
"995",995,47559,2022-03-05,13.2,81.367,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",64
"996",996,45621,2022-03-10,13.17,56.967,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",69
"997",997,38873,2022-03-09,13.158,62,"Rockingham",37157,"Urban outlying","Middle income","Moderate unemployment","Piedmont Triad",68
"998",998,47633,2022-03-07,13.137,85.133,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",66
"999",999,12703,2022-03-15,13.132,76.2,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",74
